2017-01-0200:00:00,2017-01-0200:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0201:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0202:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0203:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0204:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0205:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0206:00:00,INU,68350000,-133720000,30,048223,4.00
2017-01-0200:00:00,2017-01-0207:00:00,INU,68350000,-133720000,30,048223,4.00
2017-01-0200:00:00,2017-01-0208:00:00,INU,68350000,-133720000,30,048223,5.00
2017-01-0200:00:00,2017-01-0209:00:00,INU,68350000,-133720000,30,048223,4.00
2017-01-0200:00:00,2017-01-0210:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0211:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0212:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0213:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0214:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0215:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0216:00:00,INU,68350000,-133720000,30,048223,3.00
2017-01-0200:00:00,2017-01-0217:00:00,INU,68350000,-133720000,30,048223,3.00
2017-01-0200:00:00,2017-01-0218:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0219:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0220:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0221:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0222:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0223:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0300:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0301:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0302:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0303:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0304:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0305:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0306:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0307:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0308:00:00,INU,68350000,-133720000,30,048223,3.00
2017-01-0200:00:00,2017-01-0309:00:00,INU,68350000,-133720000,30,048223,3.00
2017-01-0200:00:00,2017-01-0310:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0311:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0312:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0313:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0314:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0315:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0316:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0317:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0318:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0319:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0320:00:00,INU,68350000,-133720000,30,048223,2.00
2017-01-0200:00:00,2017-01-0321:00:00,INU,68350000,-133720000,30,048223,1.00
2017-01-0200:00:00,2017-01-0322:00:00,INU,68350000,-133720000,30,048223,3.00
2017-01-0200:00:00,2017-01-0323:00:00,INU,68350000,-133720000,30,048223,0.00
2017-01-0200:00:00,2017-01-0400:00:00,INU,68350000,-133720000,30,048223,1.00
